380.4   1.52658188
380.87	1.53858188
381.33	1.55058188
381.79	1.56258188
382.25	1.57458188
382.72	6.58658188
383.18	1.59858188
383.64	1.61058188
384.1	1.62258188
384.57	1.63458188
385.03	4.64658188
385.49	1.65858188
385.95	1.97058188
386.41	1.68258188
386.88	1.69458188
387.34	1.80658188
387.8	1.71858188
388.26	1.63058188
388.72	1.74258188
389.19	1.55458188
389.65	1.76658188
390.11	2.77858188
390.57	1.79058188
391.03	1.80258188
391.5	3.81458188
391.96	1.82658188
392.42	1.83858188
392.88	1.65058188
393.34	1.86258188
393.8	1.57458188
394.27	3.88658188
394.73	1.89858188
395.19	1.91058188
395.65	2.92258188
396.11	1.93458188
396.57	1.94658188
397.03	3.95858188
397.5	1.97058188
397.96	1.98258188
398.42	1.99458188
398.88	2.00658188
399.34	1.81858188
399.8	2.03058188
400.26	2.04258188
400.73	1.75458188
401.19	2.06658188
401.65	2.07858188
402.11	2.49058188
402.57	2.10258188
403.03	2.11458188
403.49	2.32658188
403.95	2.13858188
404.41	1.55058188
404.88	2.16258188
405.34	2.57458188
405.8	2.18658188
406.26	2.49858188
406.72	2.21158188
407.18	2.22458188
407.64	12.23758188
408.1	2.25058188
408.56	2.26358188
409.02	5.27658188
409.48	2.28958188
409.95	7.30258188
410.41	2.31558188
410.87	2.32858188
411.33	2.34158188
411.79	2.35458188
412.25	2.36758188
412.71	7.38058188
413.17	2.39358188
413.63	2.00658188
414.09	8.41958188
414.55	2.43258188
415.01	2.44558188
415.47	2.45858188
415.93	7.47158188
416.39	2.48458188
416.85	2.49758188
417.31	1.51058188
417.77	2.52358188
418.23	2.53658188
418.69	5.54958188
419.15	2.56258188
419.61	2.57558188
420.07	2.28858188
420.53	6.60158188
420.99	2.61458188
421.45	2.62758188
421.91	2.64058188
422.37	1.65358188
422.83	2.66658188
423.29	2.67958188
423.75	2.69258188
424.21	6.70558188
424.67	2.71858188
425.13	2.73158188
425.59	2.34458188
426.05	2.75758188
426.51	4.77058188
426.97	2.78358188
427.43	2.79658188
427.89	3.80958188
428.35	2.82258188
428.81	2.83558188
429.27	2.84858188
429.73	5.86158188
430.19	2.87458188
430.65	2.876586117
431.11	3.777552961
431.57	2.886670106
432.03	2.914815058
432.49	4.939732986
432.95	2.861177518
433.41	2.987155931
433.87	5.22502332
434.32	3.020772584
434.78	3.124276391
435.24	4.036363231
435.7	2.962088454
436.16	3.098842533
436.62	5.229559968
437.08	3.100090986
437.54	3.164730668
438	6.075392506
438.46	3.183713939
438.92	3.10619803
439.38	3.214786942
439.83	3.140313312
440.29	4.209021573
440.75	3.269474729
441.21	3.251410895
441.67	3.283191453
442.13	4.24820701
442.59	3.323924658
443.05	3.306996177
443.5	2.362410059
443.96	3.330509244
444.42	3.401462901
444.88	5.446360652
445.34	3.424181023
445.8	3.403169479
446.26	3.462048541
446.72	6.43315663
447.17	3.521282594
447.63	3.501177011
448.09	4.529004865
448.55	3.524574053
449.01	3.571152577
449.47	4.594239222
449.92	3.619459644
450.38	3.643473609
450.84	4.670383212
451.3	3.646308671
451.76	3.676661278
452.22	5.731486908
452.67	3.729355402
453.13	3.784308779
453.59	3.776321763
454.05	4.8021181
454.51	3.825676822
454.96	3.532046759
455.42	3.834588076
455.88	3.878714752
456.34	4.898990796
456.8	3.918027181
457.25	3.905955586
457.71	3.968334961
458.17	3.648897659
458.63	3.989179939
459.09	4.001803988
459.54	4.046273756
460	5.051502836
460.46	4.088746584
460.92	4.018575387
461.37	8.142114859
461.83	4.139687853
462.29	4.182824622
462.75	4.161371143
463.21	9.232360036
463.66	4.264848227
464.12	4.235174312
464.58	4.296438576
465.04	4.303837523
465.49	4.93983718
465.95	4.631630971
466.41	4.374310418
466.86	4.350150593
467.32	4.392595185
467.78	8.401563187
468.24	4.427665982
468.69	4.465267409
469.15	4.470705585
469.61	4.498502208
470.07	4.605765046
470.52	4.505454249
470.98	4.559959195
471.44	4.567959369
471.89	4.92412073
472.35	4.630974703
472.81	4.672794852
473.27	8.657646638
473.72	4.717690781
474.18	4.764350992
474.64	4.577099829
475.09	4.765523297
475.55	4.618530129
476.01	4.803495095
476.46	4.843751322
476.92	4.631782424
477.38	4.897063712
477.83	4.700692778
478.29	4.948388913
478.75	4.732042893
479.2	4.992757127
479.66	7.115349089
480.12	5.03480867
480.57	5.336992927
481.03	5.084060276
481.49	5.133603079
481.94	7.128598938
482.4	5.1193328
482.86	5.179414214
483.31	9.15989466
483.77	5.209512543
484.22	5.902674494
484.68	5.253821866
485.14	6.236154298
485.59	5.288008638
486.05	5.268745397
486.51	7.317881913
486.96	5.307577607
487.42	5.354446233
487.87	5.552722387
488.33	5.400346296
488.79	5.413671172
489.24	5.740019092
489.7	5.426917041
490.15	5.494761127
490.61	5.803930607
491.07	5.5488344
491.52	5.562206444
491.98	7.599387739
492.43	5.607923493
492.89	5.648295388
493.35	6.632829569
493.8	5.686962236
494.26	6.719947887
494.71	5.720403415
495.17	5.716893712
495.62	5.769844919
496.08	8.769377781
496.53	5.825375643
496.99	5.612937214
497.45	5.868102011
497.9	5.856224275
498.36	5.922387144
498.81	5.929083942
499.27	6.969819147
499.72	6.021119372
500.18	10.012470242
500.63	6.031191821
501.09	6.253577632
501.54	6.066969912
502	6.28918906
502.45	6.104430018
502.91	7.327666404
503.37	6.152781006
503.82	6.172523552
504.28	9.200984772
504.73	6.024868416
505.19	6.249977076
505.64	7.275232309
506.1	6.294673078
506.55	6.025584161
507.01	6.351067693
507.46	9.388349562
507.92	6.40701811
