380.4	1.52658188
380.87	1.53858188
381.33	1.55058188
381.79	1.56258188
382.25	1.57458188
382.72	1.76998188
383.18	1.76998188
383.64	1.61058188
384.1	1.62258188
384.57	1.63458188
385.03	1.82998188
385.49	1.65858188
385.95	1.97058188
386.41	1.68258188
386.88	1.69458188
387.34	1.80658188
387.8	1.71858188
388.26	1.63058188
388.72	1.74258188
389.19	1.55458188
389.65	1.76658188
390.11	1.96198188
390.57	1.79058188
391.03	1.80258188
391.5	1.99798188
391.96	1.82658188
392.42	1.83858188
392.88	1.65058188
393.34	1.86258188
393.8	1.57458188
394.27	1.76998188
394.73	1.89858188
395.19	1.91058188
395.65	2.10598188
396.11	1.93458188
396.57	1.94658188
397.03	2.14198188
397.5	1.97058188
397.96	1.98258188
398.42	1.99458188
398.88	2.00658188
399.34	1.81858188
399.8	2.03058188
400.26	2.04258188
400.73	1.75458188
401.19	2.06658188
401.65	2.07858188
402.11	2.27398188
402.57	2.10258188
403.03	2.11458188
403.49	2.32658188
403.95	2.13858188
404.41	1.94318188
404.88	2.16258188
405.34	2.35798188
405.8	2.18658188
406.26	2.49858188
406.72	2.21158188
407.18	2.22458188
407.64	2.41998188
408.1	2.25058188
408.56	2.26358188
409.02	2.45898188
409.48	2.28958188
409.95	2.48498188
410.41	2.31558188
410.87	2.32858188
411.33	2.34158188
411.79	2.35458188
412.25	2.36758188
412.71	2.56298188
413.17	2.39358188
413.63	2.19818188
414.09	2.19818188
414.55	2.43258188
415.01	2.44558188
415.47	2.45858188
415.93	2.65398188
416.39	2.48458188
416.85	2.49758188
417.31	2.30218188
417.77	2.52358188
418.23	2.53658188
418.69	2.73198188
419.15	2.56258188
419.61	2.57558188
420.07	2.28858188
420.53	2.48398188
420.99	2.61458188
421.45	2.62758188
421.91	2.64058188
422.37	2.44518188
422.83	2.66658188
423.29	2.67958188
423.75	2.69258188
424.21	2.88798188
424.67	2.71858188
425.13	2.73158188
425.59	2.53618188
426.05	2.75758188
